time,HI
2005-03-08,39.15245500550002
2005-03-09,35.76263962249999
2005-03-10,35.429195404000026
2005-03-11,34.975875683999995
2005-03-12,34.19587298599999
2005-03-13,33.636491609400075
2005-03-14,35.690999128400016
2005-03-15,36.404901866600014
2005-03-16,38.27308820200003
2005-03-17,36.55421087480004
2005-03-18,32.83938462499994
2005-03-19,31.7732389337
2005-03-20,33.40254048790004
2005-03-21,28.65003560550004
2005-03-22,33.87505598600001
2005-03-23,29.99132916089998
2005-03-24,31.2363301060001
2005-03-25,37.60796056
2005-03-26,35.49980262639998
2005-03-27,35.04592531100003
2005-03-28,34.56444613840003
2005-03-29,31.922794894999942
2005-03-30,32.636315703599976
2005-03-31,32.1638457473
2005-04-01,29.40738699840003
2005-04-02,31.546179000400024
2005-04-03,31.55384010350003
2005-04-04,31.9120020124999
2005-04-05,31.713805196
2005-04-06,31.23708274249993
2005-04-07,30.332773214500005
2005-04-08,30.43774738100001
2005-04-09,34.54769277540002
2005-04-10,35.01892734420001
2005-04-11,33.423964222000016
2005-04-12,33.440472072499986
2005-04-13,32.603120697999984
2005-04-14,33.60648043639998
2005-04-15,33.46255085239998
2005-04-16,32.811813687999994
2005-04-17,29.416782684600005
2005-04-18,32.05929449200001
2005-04-19,31.8681541065
2005-04-20,33.044780123599985
2005-04-21,34.09673519199999
2005-04-22,34.11257529999999
2005-04-23,31.514510270000063
2005-04-24,32.457267109999954
2005-04-25,33.252502199399984
2005-04-26,32.653563636399994
2005-04-27,31.698548762800023
2005-04-28,31.9120020124999
2005-04-29,32.84091291720005
2005-04-30,32.08913181520001
2005-05-01,32.05929449200001
2005-05-02,32.457267109999954
2005-05-03,31.713805196
2005-05-04,28.91585633359997
2005-05-05,27.43226989399999
2005-05-06,27.84133048349999
2005-05-07,27.5178089988
2005-05-08,29.03605914750001
2005-05-09,28.06724391249999
2005-05-10,27.935243620599987
2005-05-11,27.452688073
2005-05-12,27.465969908000027
2005-05-13,28.4290929976
2005-05-14,27.7814208784
2005-05-15,27.77451772280001
2005-05-16,26.107
2005-05-17,26.422
2005-05-18,28.52163399799997
2005-05-19,26.383000000000003
2005-05-20,25.871
2005-05-21,29.204878470399976
2005-05-22,23.89
2005-05-23,24.612
2005-05-24,26.135000000000005
2005-05-25,26.646
2005-05-26,28.43667528879997
2005-05-27,26.265000000000004
2005-05-28,29.063518487599985
2005-05-29,28.757423464399928
2005-05-30,28.9778409396
2005-05-31,25.689
2005-06-01,25.268
2005-06-02,25.571000000000005
2005-06-03,26.096000000000004
2005-06-04,24.690000000000005
2005-06-05,25.282000000000004
2005-06-06,26.91677853199999
2005-06-07,28.23272940000001
2005-06-08,28.03504535839997
2005-06-09,27.4852483528
2005-06-10,28.49130852920002
2005-06-11,28.146106415
2005-06-12,22.919
2005-06-13,26.160000000000004
2005-06-14,27.7106335912
2005-06-15,27.874997950000004
2005-06-16,27.598920053600008
2005-06-17,25.596
2005-06-18,26.241000000000003
2005-06-19,25.847
2005-06-20,25.781
2005-06-21,24.873
2005-06-22,25.74
2005-06-23,24.283
2005-06-24,24.914
2005-06-25,25.282000000000004
2005-06-26,24.967
2005-06-27,25.098000000000003
2005-06-28,26.070000000000004
2005-06-29,25.242
2005-06-30,25.702
2005-07-01,24.311
2005-07-02,24.246
2005-07-03,24.757000000000005
2005-07-04,25.938
2005-07-05,23.68
2005-07-06,24.626
2005-07-07,24.993
2005-07-08,25.228
2005-07-09,25.583
2005-07-10,24.298
2005-07-11,24.627
2005-07-12,24.679
2005-07-13,24.389
2005-07-14,23.997
2005-07-15,25.572000000000003
2005-07-16,24.309
2005-07-17,24.56
2005-07-18,24.6
2005-07-19,24.086
2005-07-20,23.785000000000004
2005-07-21,25.005000000000003
2005-07-22,25.425000000000004
2005-07-23,25.556
2005-07-24,25.414
2005-07-25,25.073
2005-07-26,25.073
2005-07-27,25.704
2005-07-28,26.017000000000003
2005-07-29,25.781
2005-07-30,23.786
2005-07-31,22.630000000000003
2005-08-01,24.324
2005-08-02,24.744000000000003
2005-08-03,25.466
2005-08-04,26.084
2005-08-05,25.480000000000004
2005-08-06,25.021
2005-08-07,25.349
2005-08-08,24.535
2005-08-09,25.19
2005-08-10,24.980000000000004
2005-08-11,25.085
2005-08-12,24.862
2005-08-13,25.676
2005-08-14,23.875
2005-08-15,24.756
2005-08-16,25.374
2005-08-17,23.772
2005-08-18,24.85
2005-08-19,25.832
2005-08-20,25.622
2005-08-21,26.017000000000003
2005-08-22,25.571000000000005
2005-08-23,24.403
2005-08-24,22.487
2005-08-25,22.526000000000003
2005-08-26,23.234
2005-08-27,24.285
2005-08-28,24.849
2005-08-29,24.363
2005-08-30,24.402
2005-08-31,24.232000000000003
2005-09-01,25.114
2005-09-02,24.6
2005-09-03,25.479
2005-09-04,25.19
2005-09-05,26.188
2005-09-06,25.938
2005-09-07,26.044000000000004
2005-09-08,26.044000000000004
2005-09-09,25.584000000000003
2005-09-10,25.111000000000004
2005-09-11,24.469
2005-09-12,24.442
2005-09-13,24.665
